Adsorbate 1,Adsorbate 2,num of NM atoms 1,num of NM atoms 2,num of H 1,num of H 2,Atomic num 1,Atomic num 2,PE 1,PE 2,Covalent Radius 1,Covalent Radius 2,FIE 1,FIE 2,IE 1,IE 2,EA 1,EA 2,VdW Radius 1,VdW Radius 2,num of Valence Electron 1,num of Valence Electron 2,num of Atoms,num of H,Average Atomic num,Average PE,Average Covalent Radius,Average FIE,Average IE,Average EA,Average VdW Radius,Average num of Valence Electron,PE 1 minus PE 2,PE 1 add PE 2,Covalent Radius 1 minus Covalent Radius 2,Covalent Radius 1 add Covalent Radius 2,VdW Radius 1 minus VdW Radius 2,VdW Radius 1 add VdW Radius 2,FIE 1 minus FIE 2,FIE 1 add FIE 2,EA 1 minus EA 2,EA 1 add EA 2,num of Valence 1 minus num of Valence 2,num of Valence 1 add num of Valence 2,IE 1 minus IE 2,IE 1 add IE 2,Average EA of Adsorbates squared,Average PE of Adsorbates squared,Average Covalent Radius of Adosrbates squared,Average FIE of Adsorbates squared,Average VdW Radius squared,Average Atomic num of Adsorbates squared,Average num of Valence Electron squared,Average IE squared,G_C2O2 - Gco,G_CHO - Gco,Difference
F,I,1.00,1.00,0.00,0.00,9.00,53.00,3.98,2.66,0.64,1.33,17.42,10.45,17.42,10.45,3.40,3.06,1.47,1.98,7.00,7.00,1.00,0.00,31.00,3.32,0.99,13.94,13.94,3.23,1.73,7.00,1.32,6.64,0.69,1.97,0.51,3.45,6.97,27.87,0.34,6.46,0.00,14.00,6.97,27.87,10.43,11.02,0.97,194.23,2.98,961.00,49.00,194.18,,,
Cl,O,1.00,1.00,0.00,0.00,17.00,8.00,3.16,3.44,0.99,0.63,12.97,13.62,12.97,13.62,3.61,1.46,1.75,1.52,7.00,6.00,1.00,0.00,12.50,3.30,0.81,13.29,13.30,2.54,1.64,6.50,0.28,6.60,0.36,1.62,0.23,3.27,0.65,26.59,2.15,5.07,1.00,13.00,0.65,26.59,6.43,10.89,0.66,176.69,2.67,156.25,42.25,176.76,0.14972 ,0.30107 ,-0.15136 
Cl,OH,1.00,2.00,0.00,1.00,17.00,4.50,3.16,2.82,0.99,0.48,12.97,13.61,12.97,13.02,3.61,1.11,1.75,1.36,7.00,7.00,1.50,0.50,10.75,2.99,0.74,13.29,13.00,2.36,1.56,7.00,0.34,5.98,0.51,1.47,0.39,3.11,0.64,26.58,2.50,4.72,0.00,14.00,0.05,25.99,5.57,8.94,0.54,176.56,2.42,115.56,49.00,168.87,,,
Cl,N,1.00,1.00,0.00,0.00,17.00,7.00,3.16,3.04,0.99,0.71,12.97,14.53,12.97,14.53,3.61,-0.07,1.75,1.55,7.00,5.00,1.00,0.00,12.00,3.10,0.85,13.75,13.75,1.77,1.65,6.00,0.12,6.20,0.28,1.70,0.20,3.30,1.57,27.50,3.68,3.54,2.00,12.00,1.56,27.50,3.14,9.61,0.72,189.08,2.72,144.00,36.00,189.06,,,
Cl,NH,1.00,2.00,0.00,1.00,17.00,4.00,3.16,2.62,0.99,0.52,12.97,14.07,12.97,12.80,3.61,0.34,1.75,1.38,7.00,6.00,1.50,0.50,10.50,2.89,0.76,13.52,12.89,1.98,1.56,6.50,0.54,5.78,0.47,1.51,0.38,3.13,1.10,27.03,3.27,3.95,1.00,13.00,0.17,25.77,3.91,8.35,0.57,182.70,2.44,110.25,42.25,166.02,,,
Cl,NH2,1.00,3.00,0.00,2.00,17.00,3.00,3.16,2.48,0.99,0.45,12.97,13.91,12.97,10.78,3.61,0.48,1.75,1.32,7.00,7.00,2.00,1.00,10.00,2.82,0.72,13.44,11.88,2.05,1.53,7.00,0.68,5.64,0.54,1.44,0.43,3.07,0.94,26.88,3.13,4.09,0.00,14.00,2.19,23.75,4.18,7.95,0.52,180.59,2.35,100.00,49.00,141.02,,,
Cl,NH3,1.00,4.00,0.00,3.00,17.00,2.50,3.16,2.41,0.99,0.42,12.97,13.83,12.97,10.07,3.61,0.55,1.75,1.29,7.00,8.00,2.50,1.50,9.75,2.79,0.71,13.40,11.52,2.08,1.52,7.50,0.75,5.57,0.57,1.41,0.46,3.04,0.87,26.80,3.06,4.16,1.00,15.00,2.90,23.04,4.33,7.76,0.50,179.55,2.31,95.06,56.25,132.71,,,
Cl,C,1.00,1.00,0.00,0.00,17.00,6.00,3.16,2.55,0.99,0.75,12.97,11.26,12.97,11.26,3.61,1.26,1.75,1.70,7.00,4.00,1.00,0.00,11.50,2.86,0.87,12.11,12.12,2.44,1.73,5.50,0.61,5.71,0.24,1.74,0.05,3.45,1.71,24.23,2.35,4.87,3.00,11.00,1.71,24.23,5.94,8.15,0.76,146.74,2.98,132.25,30.25,146.77,,,
Cl,CH,1.00,2.00,0.00,1.00,17.00,3.50,3.16,2.38,0.99,0.54,12.97,12.43,12.97,10.64,3.61,1.01,1.75,1.45,7.00,5.00,1.50,0.50,10.25,2.77,0.77,12.70,11.81,2.31,1.60,6.00,0.79,5.54,0.45,1.53,0.30,3.20,0.54,25.40,2.60,4.62,2.00,12.00,2.33,23.61,5.34,7.66,0.59,161.24,2.56,105.06,36.00,139.36,0.08640 ,0.12548 ,-0.03908 
Cl,CH2,1.00,3.00,0.00,2.00,17.00,2.67,3.16,2.32,0.99,0.46,12.97,12.82,12.97,10.40,3.61,0.92,1.75,1.37,7.00,6.00,2.00,1.00,9.83,2.74,0.73,12.89,11.69,2.27,1.56,6.50,0.84,5.48,0.53,1.45,0.38,3.12,0.15,25.79,2.69,4.53,1.00,13.00,2.57,23.37,5.14,7.50,0.53,166.23,2.43,96.69,42.25,136.54,,,
Cl,CH3,1.00,4.00,0.00,3.00,17.00,2.25,3.16,2.29,0.99,0.43,12.97,13.01,12.97,9.84,3.61,0.88,1.75,1.33,7.00,7.00,2.50,1.50,9.63,2.72,0.71,12.99,11.41,2.25,1.54,7.00,0.87,5.45,0.56,1.42,0.43,3.08,0.05,25.98,2.73,4.49,0.00,14.00,3.13,22.81,5.05,7.42,0.50,168.75,2.36,92.64,49.00,130.07,,,
Cl,S,1.00,1.00,0.00,0.00,17.00,16.00,3.16,2.58,0.99,1.03,12.97,10.36,12.97,10.36,3.61,2.08,1.75,1.80,7.00,6.00,1.00,0.00,16.50,2.87,1.01,11.66,11.67,2.84,1.78,6.50,0.58,5.74,0.04,2.02,0.05,3.55,2.61,23.33,1.54,5.69,1.00,13.00,2.61,23.33,8.09,8.24,1.02,136.04,3.15,272.25,42.25,136.07,,,
Cl,SH,1.00,2.00,0.00,1.00,17.00,8.50,3.16,2.39,0.99,0.68,12.97,11.98,12.97,10.42,3.61,1.42,1.75,1.50,7.00,7.00,1.50,0.50,12.75,2.78,0.84,12.47,11.70,2.51,1.63,7.00,0.77,5.55,0.31,1.67,0.25,3.25,0.99,24.95,2.20,5.03,0.00,14.00,2.55,23.39,6.32,7.70,0.70,155.58,2.64,162.56,49.00,136.77,,,
Cl,SH2,1.00,3.00,0.00,2.00,17.00,6.00,3.16,2.33,0.99,0.56,12.97,12.52,12.97,10.46,3.61,1.20,1.75,1.40,7.00,8.00,2.00,1.00,11.50,2.74,0.78,12.74,11.72,2.40,1.58,7.50,0.83,5.49,0.43,1.55,0.35,3.15,0.45,25.49,2.42,4.81,1.00,15.00,2.51,23.43,5.78,7.53,0.60,162.38,2.48,132.25,56.25,137.24,,,
Cl,F,1.00,1.00,0.00,0.00,17.00,9.00,3.16,3.98,0.99,0.64,12.97,17.42,12.97,17.42,3.61,3.40,1.75,1.47,7.00,7.00,1.00,0.00,13.00,3.57,0.82,15.19,15.20,3.51,1.61,7.00,0.82,7.14,0.35,1.63,0.28,3.22,4.46,30.39,0.21,7.01,0.00,14.00,4.45,30.39,12.30,12.74,0.66,230.87,2.59,169.00,49.00,230.89,,,
Cl,Cl,1.00,1.00,0.00,0.00,17.00,17.00,3.16,3.16,0.99,0.99,12.97,12.97,12.97,12.97,3.61,3.61,1.75,1.75,7.00,7.00,1.00,0.00,17.00,3.16,0.99,12.97,12.97,3.61,1.75,7.00,0.00,6.32,0.00,1.98,0.00,3.50,0.00,25.93,0.00,7.22,0.00,14.00,0.00,25.94,13.05,9.99,0.98,168.14,3.06,289.00,49.00,168.22,,,
Cl,Br,1.00,1.00,0.00,0.00,17.00,35.00,3.16,2.96,0.99,1.14,12.97,11.81,12.97,11.81,3.61,3.36,1.75,1.85,7.00,7.00,1.00,0.00,26.00,3.06,1.07,12.39,12.39,3.49,1.80,7.00,0.20,6.12,0.15,2.13,0.10,3.60,1.15,24.78,0.25,6.98,0.00,14.00,1.16,24.78,12.16,9.36,1.13,153.52,3.24,676.00,49.00,153.51,0.25629 ,0.27497 ,-0.01868 
Cl,I,1.00,1.00,0.00,0.00,17.00,53.00,3.16,2.66,0.99,1.33,12.97,10.45,12.97,10.45,3.61,3.06,1.75,1.98,7.00,7.00,1.00,0.00,35.00,2.91,1.16,11.71,11.71,3.34,1.87,7.00,0.50,5.82,0.34,2.32,0.23,3.73,2.52,23.42,0.55,6.67,0.00,14.00,2.52,23.42,11.13,8.47,1.35,137.10,3.48,1225.00,49.00,137.12,,,
Br,O,1.00,1.00,0.00,0.00,35.00,8.00,2.96,3.44,1.14,0.63,11.81,13.62,11.81,13.62,3.36,1.46,1.85,1.52,7.00,6.00,1.00,0.00,21.50,3.20,0.89,12.72,12.72,2.41,1.69,6.50,0.48,6.40,0.51,1.77,0.33,3.37,1.80,25.43,1.90,4.82,1.00,13.00,1.81,25.43,5.82,10.24,0.78,161.70,2.84,462.25,42.25,161.67,,,
Br,OH,1.00,2.00,0.00,1.00,35.00,4.50,2.96,2.82,1.14,0.48,11.81,13.61,11.81,13.02,3.36,1.11,1.85,1.36,7.00,7.00,1.50,0.50,19.75,2.89,0.81,12.71,12.42,2.24,1.61,7.00,0.14,5.78,0.66,1.62,0.49,3.21,1.79,25.42,2.26,4.47,0.00,14.00,1.21,24.83,5.00,8.35,0.66,161.57,2.58,390.06,49.00,154.13,,,
Br,N,1.00,1.00,0.00,0.00,35.00,7.00,2.96,3.04,1.14,0.71,11.81,14.53,11.81,14.53,3.36,-0.07,1.85,1.55,7.00,5.00,1.00,0.00,21.00,3.00,0.93,13.17,13.17,1.65,1.70,6.00,0.08,6.00,0.43,1.85,0.30,3.40,2.72,26.35,3.43,3.29,2.00,12.00,2.72,26.34,2.71,9.00,0.86,173.55,2.89,441.00,36.00,173.45,,,
Br,NH,1.00,2.00,0.00,1.00,35.00,4.00,2.96,2.62,1.14,0.52,11.81,14.07,11.81,12.80,3.36,0.34,1.85,1.38,7.00,6.00,1.50,0.50,19.50,2.79,0.83,12.94,12.31,1.85,1.61,6.50,0.34,5.58,0.62,1.66,0.48,3.23,2.25,25.88,3.02,3.71,1.00,13.00,0.99,24.61,3.43,7.78,0.69,167.44,2.60,380.25,42.25,151.41,,,
Br,NH2,1.00,3.00,0.00,2.00,35.00,3.00,2.96,2.48,1.14,0.45,11.81,13.91,11.81,10.78,3.36,0.48,1.85,1.32,7.00,7.00,2.00,1.00,19.00,2.72,0.80,12.86,11.30,1.92,1.58,7.00,0.48,5.44,0.69,1.59,0.53,3.17,2.10,25.72,2.88,3.84,0.00,14.00,1.03,22.59,3.69,7.40,0.63,165.43,2.51,361.00,49.00,127.58,,,
Br,NH3,1.00,4.00,0.00,3.00,35.00,2.50,2.96,2.41,1.14,0.42,11.81,13.83,11.81,10.07,3.36,0.55,1.85,1.29,7.00,8.00,2.50,1.50,18.75,2.69,0.78,12.82,10.94,1.96,1.57,7.50,0.55,5.37,0.72,1.56,0.56,3.14,2.02,25.65,2.82,3.91,1.00,15.00,1.74,21.88,3.82,7.21,0.61,164.43,2.46,351.56,56.25,119.68,,,
Br,C,1.00,1.00,0.00,0.00,35.00,6.00,2.96,2.55,1.14,0.75,11.81,11.26,11.81,11.26,3.36,1.26,1.85,1.70,7.00,4.00,1.00,0.00,20.50,2.76,0.95,11.54,11.54,2.31,1.78,5.50,0.41,5.51,0.39,1.89,0.15,3.55,0.55,23.07,2.10,4.63,3.00,11.00,0.55,23.07,5.35,7.59,0.89,133.10,3.15,420.25,30.25,133.06,,,
Br,CH,1.00,2.00,0.00,1.00,35.00,3.50,2.96,2.38,1.14,0.54,11.81,12.43,11.81,10.64,3.36,1.01,1.85,1.45,7.00,5.00,1.50,0.50,19.25,2.67,0.84,12.12,11.23,2.19,1.65,6.00,0.59,5.34,0.60,1.68,0.40,3.30,0.62,24.24,2.36,4.37,2.00,12.00,1.17,22.45,4.78,7.12,0.71,146.93,2.72,370.56,36.00,126.00,0.10082 ,0.11547 ,-0.01465 
Br,CH2,1.00,3.00,0.00,2.00,35.00,2.67,2.96,2.32,1.14,0.46,11.81,12.82,11.81,10.40,3.36,0.92,1.85,1.37,7.00,6.00,2.00,1.00,18.83,2.64,0.80,12.32,11.11,2.14,1.61,6.50,0.64,5.28,0.68,1.60,0.48,3.22,1.00,24.63,2.44,4.29,1.00,13.00,1.41,22.21,4.59,6.96,0.64,151.69,2.59,354.69,42.25,123.32,0.10921 ,0.16181 ,-0.05260 
Br,CH3,1.00,4.00,0.00,3.00,35.00,2.25,2.96,2.29,1.14,0.43,11.81,13.01,11.81,9.84,3.36,0.88,1.85,1.33,7.00,7.00,2.50,1.50,18.63,2.62,0.79,12.41,10.83,2.12,1.59,7.00,0.67,5.25,0.71,1.57,0.53,3.18,1.20,24.83,2.48,4.24,0.00,14.00,1.97,21.65,4.50,6.88,0.62,154.10,2.52,346.89,49.00,117.18,,,
Br,S,1.00,1.00,0.00,0.00,35.00,16.00,2.96,2.58,1.14,1.03,11.81,10.36,11.81,10.36,3.36,2.08,1.85,1.80,7.00,6.00,1.00,0.00,25.50,2.77,1.09,11.09,11.09,2.72,1.83,6.50,0.38,5.54,0.11,2.17,0.05,3.65,1.45,22.17,1.29,5.44,1.00,13.00,1.45,22.17,7.40,7.67,1.18,122.92,3.33,650.25,42.25,122.88,,,
Br,SH,1.00,2.00,0.00,1.00,35.00,8.50,2.96,2.39,1.14,0.68,11.81,11.98,11.81,10.42,3.36,1.42,1.85,1.50,7.00,7.00,1.50,0.50,21.75,2.68,0.91,11.90,11.12,2.39,1.68,7.00,0.57,5.35,0.46,1.82,0.35,3.35,0.16,23.79,1.95,4.78,0.00,14.00,1.39,22.23,5.71,7.16,0.83,141.53,2.81,473.06,49.00,123.54,0.25777 ,0.26969 ,-0.01192 
Br,SH2,1.00,3.00,0.00,2.00,35.00,6.00,2.96,2.33,1.14,0.56,11.81,12.52,11.81,10.46,3.36,1.20,1.85,1.40,7.00,8.00,2.00,1.00,20.50,2.64,0.85,12.17,11.14,2.28,1.63,7.50,0.63,5.29,0.58,1.70,0.45,3.25,0.70,24.33,2.17,4.56,1.00,15.00,1.35,22.27,5.20,6.99,0.72,148.02,2.64,420.25,56.25,123.99,,,
Br,F,1.00,1.00,0.00,0.00,35.00,9.00,2.96,3.98,1.14,0.64,11.81,17.42,11.81,17.42,3.36,3.40,1.85,1.47,7.00,7.00,1.00,0.00,22.00,3.47,0.89,14.62,14.62,3.38,1.66,7.00,1.02,6.94,0.50,1.78,0.38,3.32,5.61,29.24,0.04,6.76,0.00,14.00,5.61,29.23,11.44,12.04,0.79,213.69,2.76,484.00,49.00,213.60,,,
Br,Cl,1.00,1.00,0.00,0.00,35.00,17.00,2.96,3.16,1.14,0.99,11.81,12.97,11.81,12.97,3.36,3.61,1.85,1.75,7.00,7.00,1.00,0.00,26.00,3.06,1.07,12.39,12.39,3.49,1.80,7.00,0.20,6.12,0.15,2.13,0.10,3.60,1.15,24.78,0.25,6.98,0.00,14.00,1.16,24.78,12.16,9.36,1.13,153.52,3.24,676.00,49.00,153.51,0.25629 ,0.27497 ,-0.01868 
Br,Br,1.00,1.00,0.00,0.00,35.00,35.00,2.96,2.96,1.14,1.14,11.81,11.81,11.81,11.81,3.36,3.36,1.85,1.85,7.00,7.00,1.00,0.00,35.00,2.96,1.14,11.81,11.81,3.36,1.85,7.00,0.00,5.92,0.00,2.28,0.00,3.70,0.00,23.63,0.00,6.73,0.00,14.00,0.00,23.62,11.31,8.76,1.30,139.57,3.42,1225.00,49.00,139.48,,,
Br,I,1.00,1.00,0.00,0.00,35.00,53.00,2.96,2.66,1.14,1.33,11.81,10.45,11.81,10.45,3.36,3.06,1.85,1.98,7.00,7.00,1.00,0.00,44.00,2.81,1.24,11.13,11.13,3.21,1.92,7.00,0.30,5.62,0.19,2.47,0.13,3.83,1.36,22.27,0.30,6.42,0.00,14.00,1.36,22.26,10.31,7.90,1.53,123.93,3.67,1936.00,49.00,123.88,,,
I,O,1.00,1.00,0.00,0.00,53.00,8.00,2.66,3.44,1.33,0.63,10.45,13.62,10.45,13.62,3.06,1.46,1.98,1.52,7.00,6.00,1.00,0.00,30.50,3.05,0.98,12.03,12.04,2.26,1.75,6.50,0.78,6.10,0.70,1.96,0.46,3.50,3.17,24.07,1.60,4.52,1.00,13.00,3.17,24.07,5.11,9.30,0.96,144.83,3.06,930.25,42.25,144.84,,,
I,OH,1.00,2.00,0.00,1.00,53.00,4.50,2.66,2.82,1.33,0.48,10.45,13.61,10.45,13.02,3.06,1.11,1.98,1.36,7.00,7.00,1.50,0.50,28.75,2.74,0.91,12.03,11.74,2.08,1.67,7.00,0.16,5.48,0.85,1.81,0.62,3.34,3.16,24.06,1.95,4.17,0.00,14.00,2.57,23.47,4.34,7.51,0.82,144.71,2.79,826.56,49.00,137.71,,,
I,N,1.00,1.00,0.00,0.00,53.00,7.00,2.66,3.04,1.33,0.71,10.45,14.53,10.45,14.53,3.06,-0.07,1.98,1.55,7.00,5.00,1.00,0.00,30.00,2.85,1.02,12.49,12.49,1.49,1.77,6.00,0.38,5.70,0.62,2.04,0.43,3.53,4.08,24.99,3.13,2.99,2.00,12.00,4.08,24.98,2.23,8.12,1.04,156.06,3.12,900.00,36.00,156.00,,,
I,NH,1.00,2.00,0.00,1.00,53.00,4.00,2.66,2.62,1.33,0.52,10.45,14.07,10.45,12.80,3.06,0.34,1.98,1.38,7.00,6.00,1.50,0.50,28.50,2.64,0.93,12.26,11.63,1.70,1.68,6.50,0.04,5.28,0.81,1.85,0.61,3.36,3.62,24.52,2.72,3.40,1.00,13.00,2.35,23.25,2.89,6.97,0.86,150.27,2.81,812.25,42.25,135.14,,,
I,NH2,1.00,3.00,0.00,2.00,53.00,3.00,2.66,2.48,1.33,0.45,10.45,13.91,10.45,10.78,3.06,0.48,1.98,1.32,7.00,7.00,2.00,1.00,28.00,2.57,0.89,12.18,10.62,1.77,1.65,7.00,0.18,5.14,0.88,1.78,0.66,3.30,3.46,24.36,2.58,3.54,0.00,14.00,0.33,21.23,3.13,6.60,0.79,148.36,2.72,784.00,49.00,112.68,,,
I,NH3,1.00,4.00,0.00,3.00,53.00,2.50,2.66,2.41,1.33,0.42,10.45,13.83,10.45,10.07,3.06,0.55,1.98,1.29,7.00,8.00,2.50,1.50,27.75,2.54,0.88,12.14,10.26,1.80,1.63,7.50,0.25,5.07,0.91,1.75,0.69,3.27,3.38,24.28,2.51,3.61,1.00,15.00,0.38,20.52,3.25,6.43,0.77,147.42,2.67,770.06,56.25,105.27,,,
I,C,1.00,1.00,0.00,0.00,53.00,6.00,2.66,2.55,1.33,0.75,10.45,11.26,10.45,11.26,3.06,1.26,1.98,1.70,7.00,4.00,1.00,0.00,29.50,2.61,1.04,10.86,10.86,2.16,1.84,5.50,0.11,5.21,0.58,2.08,0.28,3.68,0.81,21.71,1.80,4.32,3.00,11.00,0.81,21.71,4.67,6.79,1.08,117.84,3.39,870.25,30.25,117.83,,,
I,CH,1.00,2.00,0.00,1.00,53.00,3.50,2.66,2.38,1.33,0.54,10.45,12.43,10.45,10.64,3.06,1.01,1.98,1.45,7.00,5.00,1.50,0.50,28.25,2.52,0.94,11.44,10.55,2.03,1.72,6.00,0.29,5.04,0.79,1.87,0.53,3.43,1.98,22.88,2.05,4.07,2.00,12.00,0.19,21.09,4.14,6.34,0.87,130.87,2.94,798.06,36.00,111.20,,,
I,CH2,1.00,3.00,0.00,2.00,53.00,2.67,2.66,2.32,1.33,0.46,10.45,12.82,10.45,10.40,3.06,0.92,1.98,1.37,7.00,6.00,2.00,1.00,27.83,2.49,0.90,11.63,10.43,1.99,1.67,6.50,0.34,4.98,0.87,1.79,0.61,3.35,2.37,23.27,2.14,3.98,1.00,13.00,0.05,20.85,3.96,6.19,0.80,135.37,2.80,774.69,42.25,108.68,,,
I,CH3,1.00,4.00,0.00,3.00,53.00,2.25,2.66,2.29,1.33,0.43,10.45,13.01,10.45,9.84,3.06,0.88,1.98,1.33,7.00,7.00,2.50,1.50,27.63,2.47,0.88,11.73,10.15,1.97,1.65,7.00,0.37,4.95,0.90,1.76,0.66,3.31,2.56,23.46,2.18,3.94,0.00,14.00,0.61,20.29,3.88,6.12,0.77,137.65,2.73,763.14,49.00,102.92,,,
I,S,1.00,1.00,0.00,0.00,53.00,16.00,2.66,2.58,1.33,1.03,10.45,10.36,10.45,10.36,3.06,2.08,1.98,1.80,7.00,6.00,1.00,0.00,34.50,2.62,1.18,10.41,10.41,2.57,1.89,6.50,0.08,5.24,0.30,2.36,0.18,3.78,0.09,20.81,0.98,5.14,1.00,13.00,0.09,20.81,6.59,6.86,1.39,108.27,3.57,1190.25,42.25,108.26,,,
I,SH,1.00,2.00,0.00,1.00,53.00,8.50,2.66,2.39,1.33,0.68,10.45,11.98,10.45,10.42,3.06,1.42,1.98,1.50,7.00,7.00,1.50,0.50,30.75,2.53,1.01,11.22,10.44,2.24,1.74,7.00,0.27,5.05,0.65,2.01,0.48,3.48,1.53,22.43,1.64,4.47,0.00,14.00,0.03,20.87,5.01,6.38,1.01,125.78,3.03,945.56,49.00,108.89,,,
I,SH2,1.00,3.00,0.00,2.00,53.00,6.00,2.66,2.33,1.33,0.56,10.45,12.52,10.45,10.46,3.06,1.20,1.98,1.40,7.00,8.00,2.00,1.00,29.50,2.49,0.95,11.48,10.46,2.13,1.69,7.50,0.33,4.99,0.77,1.89,0.58,3.38,2.07,22.97,1.86,4.26,1.00,15.00,0.01,20.91,4.53,6.22,0.89,131.90,2.86,870.25,56.25,109.31,,,
I,F,1.00,1.00,0.00,0.00,53.00,9.00,2.66,3.98,1.33,0.64,10.45,17.42,10.45,17.42,3.06,3.40,1.98,1.47,7.00,7.00,1.00,0.00,31.00,3.32,0.99,13.94,13.94,3.23,1.73,7.00,1.32,6.64,0.69,1.97,0.51,3.45,6.97,27.87,0.34,6.46,0.00,14.00,6.97,27.87,10.43,11.02,0.97,194.23,2.98,961.00,49.00,194.18,,,
I,Cl,1.00,1.00,0.00,0.00,53.00,17.00,2.66,3.16,1.33,0.99,10.45,12.97,10.45,12.97,3.06,3.61,1.98,1.75,7.00,7.00,1.00,0.00,35.00,2.91,1.16,11.71,11.71,3.34,1.87,7.00,0.50,5.82,0.34,2.32,0.23,3.73,2.52,23.42,0.55,6.67,0.00,14.00,2.52,23.42,11.13,8.47,1.35,137.10,3.48,1225.00,49.00,137.12,,,
I,Br,1.00,1.00,0.00,0.00,53.00,35.00,2.66,2.96,1.33,1.14,10.45,11.81,10.45,11.81,3.06,3.36,1.98,1.85,7.00,7.00,1.00,0.00,44.00,2.81,1.24,11.13,11.13,3.21,1.92,7.00,0.30,5.62,0.19,2.47,0.13,3.83,1.36,22.27,0.30,6.42,0.00,14.00,1.36,22.26,10.31,7.90,1.53,123.93,3.67,1936.00,49.00,123.88,,,
I,I,1.00,1.00,0.00,0.00,53.00,53.00,2.66,2.66,1.33,1.33,10.45,10.45,10.45,10.45,3.06,3.06,1.98,1.98,7.00,7.00,1.00,0.00,53.00,2.66,1.33,10.45,10.45,3.06,1.98,7.00,0.00,5.32,0.00,2.66,0.00,3.96,0.00,20.90,0.00,6.12,0.00,14.00,0.00,20.90,9.36,7.08,1.77,109.22,3.92,2809.00,49.00,109.20,,,
